Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,汉口,----,06:56,00:00,-
2,天门南,07:31,07:33,00:35,83
3,荆州,08:15,08:17,01:17,204
4,枝江北,08:35,08:37,01:35,248
5,宜昌东,08:57,09:02,01:55,292
6,巴东,09:56,10:01,02:49,661
7,建始,10:36,10:41,03:24,471
8,恩施,11:04,11:09,03:47,506
9,利川,11:44,11:50,04:22,567
10,石柱县,12:30,12:32,05:02,662
11,丰都,12:51,12:53,05:21,711
12,涪陵北,13:12,13:14,05:40,753
13,长寿北,13:27,13:29,05:53,777
14,重庆北,13:59,14:07,06:23,845
15,合川,14:32,14:34,06:48,-
16,潼南,14:58,15:00,07:12,960
17,成都东,16:16,16:16,08:28,1064
