Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京,06:39,06:39,00:00,-
2,北戴河,08:40,08:42,02:01,277
3,秦皇岛,08:59,09:01,02:18,299
4,山海关,09:19,09:22,02:36,222
5,绥中北,09:46,09:47,03:00,378
6,葫芦岛北,10:09,10:10,03:22,437
7,锦州南,10:27,10:29,03:39,480
8,台安,11:10,11:24,04:20,604
9,沈阳北,12:05,12:08,05:01,703
10,铁岭西,12:28,12:44,05:21,757
11,四平东,13:20,13:22,05:57,883
12,公主岭南,13:38,13:40,06:13,938
13,长春,14:05,14:08,06:38,910
14,吉林,14:48,14:52,07:18,1141
15,蛟河西,15:18,15:20,07:44,1008
16,敦化,15:52,15:54,08:16,1013
17,安图西,16:17,16:19,08:39,1018
18,延吉西,16:39,16:42,08:59,1023
19,图们北,16:57,16:59,09:14,1028
20,珲春,17:22,17:22,09:37,1033
