Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,扬州,----,10:30,00:00,-
2,泰州,11:10,11:16,00:40,64
3,东台,12:23,12:27,01:47,158
4,盐城,13:10,13:15,02:30,221
5,阜宁,14:05,14:08,03:20,-
6,淮安,15:13,15:17,04:25,344
7,沭阳,16:08,16:12,05:16,403
8,新沂,17:15,17:19,06:19,455
9,徐州,18:35,18:50,07:35,564
10,商丘,20:18,20:22,09:03,710
11,民权,20:59,21:03,09:40,762
12,开封,21:59,22:03,10:36,841
13,郑州,23:07,23:35,11:40,913
14,洛阳,01:15,01:18,13:20,1037
15,三门峡,03:05,03:07,15:07,1159
16,西安,06:41,07:01,18:41,1424
17,杨陵,07:54,07:56,19:34,1509
18,蔡家坡,08:25,08:42,20:03,1554
19,宝鸡,09:19,09:33,20:40,1564
20,凤县,12:03,12:09,23:10,-
21,两当,12:37,12:39,23:38,-
22,徽县,12:57,13:01,23:56,-
23,略阳,14:05,14:09,25:00,1779
24,阳平关,16:04,16:07,26:55,1835
25,广元,17:56,18:11,28:44,1914
26,江油,20:47,20:51,31:20,2076
27,绵阳,21:28,21:33,31:57,2115
28,德阳,22:15,22:18,32:39,2169
29,成都,23:15,23:15,33:36,2230
