Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,福鼎,12:08,12:08,00:00,-
2,太姥山,12:17,12:27,00:09,19
3,霞浦,12:41,12:51,00:23,53
4,福安,13:05,13:14,00:37,85
5,宁德,13:26,13:40,00:49,112
6,罗源,13:52,13:56,01:01,136
7,连江,14:10,14:14,01:15,168
8,福州,14:40,14:50,01:41,208
9,尤溪,15:44,15:47,02:35,-
10,三明北,16:07,16:09,02:55,403
11,三明,16:24,16:26,03:10,-
12,永安南,16:42,16:44,03:26,-
13,双洋,17:00,17:02,03:42,-
14,漳平西,17:17,17:19,03:57,-
15,雁石南,17:30,17:32,04:08,-
16,龙岩,17:48,18:08,04:24,582
17,冠豸山,18:36,18:38,04:52,-
18,长汀南,18:56,18:58,05:10,-
19,瑞金,19:14,19:16,05:26,-
20,于都,19:44,19:46,05:54,-
21,赣州,20:13,20:13,06:21,600
