Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,西安北,----,08:35,00:00,-
2,华山北,09:05,09:07,00:30,121
3,渑池南,09:46,09:53,01:09,315
4,郑州西,10:31,10:33,01:47,435
5,郑州东,10:51,10:57,02:05,454
6,新乡东,11:17,11:19,02:25,521
7,安阳东,11:45,12:00,02:51,631
8,邢台东,12:28,12:33,03:19,744
9,石家庄,13:02,13:06,03:48,866
10,辛集南,13:34,13:36,04:16,-
11,衡水北,13:52,13:54,04:32,-
12,德州东,14:21,14:23,04:59,-
13,济南东,14:56,15:05,05:32,-
14,淄博北,15:27,15:30,05:54,-
15,潍坊北,15:57,16:01,06:21,-
16,高密北,16:20,16:23,06:40,-
17,即墨北,16:48,17:00,07:05,1539
18,夏格庄,17:12,17:14,07:17,-
19,莱阳,17:33,17:35,07:36,1609
20,烟台南,18:08,18:10,08:09,1695
21,牟平,18:21,18:24,08:20,1718
22,威海,18:44,18:44,08:40,1768
