Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,长沙南,11:47,11:47,00:00,-
2,萍乡北,12:14,12:16,00:27,105
3,宜春,12:34,12:36,00:45,166
4,新余北,12:51,12:53,01:00,215
5,南昌西,13:27,13:30,01:34,342
6,鹰潭北,14:04,14:06,02:08,482
7,弋阳,14:19,14:21,02:21,523
8,上饶,14:42,14:44,02:42,583
9,武夷山北,15:07,15:09,03:05,-
10,南平市,15:21,15:23,03:17,-
11,延平,15:50,15:52,03:44,-
12,古田北,16:07,16:10,03:59,-
13,福州,16:37,16:42,04:26,608
14,福州南,16:58,17:01,04:42,-
15,莆田,17:31,17:39,05:12,713
16,厦门北,18:30,18:33,06:03,853
17,厦门,18:57,18:57,06:27,-
