Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南京,----,14:40,00:00,-
2,滁州北,15:18,15:22,00:38,57
3,蚌埠,16:52,16:58,02:08,184
4,徐州,18:46,19:20,03:56,348
5,砀山,20:42,20:47,05:18,431
6,虞城县,21:21,21:26,05:52,474
7,商丘,21:41,21:48,06:07,494
8,开封,23:14,23:17,07:33,625
9,郑州,00:03,00:11,08:19,697
10,洛阳,01:43,01:49,09:51,821
11,西安,07:37,07:47,15:39,1208
12,蔡家坡,09:06,09:09,16:58,-
13,虢镇,09:28,09:34,17:17,-
14,宝鸡,09:56,10:02,17:39,1348
15,天水,11:40,11:46,19:17,1503
16,陇西,13:14,13:17,20:45,1649
17,兰州,15:38,15:54,23:06,1851
18,武威,19:20,19:26,26:32,2154
19,金昌,20:09,20:15,27:15,2228
20,张掖,22:08,22:15,29:08,2398
21,酒泉,00:45,00:48,31:38,2599
22,嘉峪关,01:07,01:15,31:57,2621
23,哈密,08:00,08:12,38:42,3239
24,鄯善,10:43,10:49,41:13,3502
25,吐鲁番,12:07,12:13,42:31,3650
26,乌鲁木齐,14:05,14:05,44:23,3800
