Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,广州,----,21:15,00:00,-
2,韶关东,23:31,23:37,02:16,221
3,衡阳,02:55,03:00,05:34,521
4,株洲,04:25,04:52,06:59,655
5,萍乡,05:43,05:48,07:50,736
6,宜春,06:31,06:35,08:33,807
7,新余,07:10,07:14,09:08,861
8,樟树,08:16,08:19,10:10,937
9,丰城,08:36,08:39,10:27,961
10,向塘,09:05,09:11,10:53,994
11,南昌,09:33,09:53,11:15,1022
12,九江,11:25,11:29,12:47,1157
13,蕲春,12:51,12:54,14:09,1254
14,浠水,13:14,13:17,14:29,1284
15,黄州,13:41,13:44,14:53,1313
16,麻城,14:24,14:35,15:33,1380
17,潢川,15:49,15:53,16:47,1450
18,淮滨,16:33,16:36,17:27,1505
19,阜阳,17:17,17:33,18:08,1566
20,涡阳,18:29,18:34,19:04,1642
21,淮北,19:30,19:35,20:00,1727
22,萧县,19:56,20:00,20:21,-
23,徐州,20:54,20:54,21:15,1789
