Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,龙岩,----,08:30,00:00,-
2,龙山镇,08:56,08:58,00:26,65
3,南靖,09:07,09:09,00:35,80
4,漳州,09:25,09:27,00:51,114
5,厦门北,09:46,09:50,01:10,156
6,晋江,10:08,10:10,01:28,202
7,仙游,10:40,10:42,01:58,272
8,莆田,10:53,10:55,02:09,296
9,福州南,11:25,11:32,02:39,382
10,宁德,12:13,12:15,03:20,470
11,瑞安,13:23,13:25,04:28,497
12,温州南,13:36,13:38,04:39,676
13,绅坊,13:59,14:01,05:00,-
14,台州,14:27,14:29,05:26,799
15,宁海,14:58,15:00,05:55,-
16,宁波,15:29,15:33,06:24,951
17,余姚北,15:53,15:55,06:44,1000
18,绍兴东,16:07,16:23,06:56,1032
19,杭州东,16:51,16:56,07:24,1106
20,湖州,17:18,17:20,07:46,1021
21,长兴,17:29,17:34,07:55,1041
22,宜兴,17:48,17:50,08:09,1077
23,溧水,18:14,18:16,08:33,-
24,江宁,18:29,18:37,08:46,1194
25,南京南,18:46,18:46,08:55,1362
