Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,长庆桥,09:02,09:02,00:00,-
2,泾川,09:41,09:42,00:39,5
3,平凉南,10:35,10:36,01:32,92
4,平凉,10:51,10:57,01:47,10
5,新李,11:11,11:12,02:01,118
6,三关口,11:41,11:43,02:30,144
7,六盘山,12:01,12:02,02:48,159
8,彭阳,12:17,12:18,03:03,172
9,固原,12:48,12:50,03:33,101
10,沈家河,13:00,13:01,03:43,206
11,二营,13:12,13:13,03:54,217
12,三营,13:27,13:29,04:08,233
13,褚家湾,13:40,13:41,04:19,245
14,七营,13:55,13:57,04:33,257
15,韩府湾,14:09,14:11,04:45,269
16,李旺,14:22,14:24,04:56,280
17,土桥子,14:35,14:37,05:07,292
18,王团庄,14:48,15:29,05:18,304
19,同心,15:40,15:49,05:29,220
20,石坝,16:00,16:01,05:40,327
21,艾家村,16:12,16:13,05:51,339
22,长农,16:24,16:25,06:02,351
23,中宁南,16:36,16:37,06:13,364
24,大战场,16:48,16:51,06:24,376
25,宣和,17:02,17:03,06:35,388
26,中卫,17:32,17:51,07:04,318
27,中宁,18:43,18:47,07:56,458
28,青铜峡,20:09,20:11,09:18,510
29,大坝,20:31,20:37,09:38,521
30,黄羊滩,21:14,21:15,10:15,549
31,银川,21:42,21:42,10:42,576
