Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,通州西,08:07,08:07,00:00,-
2,张辛,08:20,08:37,00:13,13
3,顺义,08:49,08:51,00:25,27
4,庙城,09:14,09:16,00:48,37
5,怀柔,09:22,09:25,00:54,42
6,统军庄,09:35,09:37,01:04,47
7,密云北,09:51,09:53,01:18,52
8,六道河子,11:01,11:03,02:26,57
9,前苇塘,11:18,11:20,02:41,62
10,兴隆县,11:37,11:40,02:58,67
11,北马圈子,11:57,12:00,03:15,81
12,鹰手营子,12:09,12:12,03:24,88
13,洞庙河,12:19,12:43,03:31,92
14,下台子,12:51,12:52,03:39,98
15,南湾子,13:26,13:27,04:13,121
16,新杖子,13:38,13:58,04:24,129
17,西大庙,14:10,14:11,04:36,139
18,上板城南,14:21,14:22,04:46,146
19,上板城,14:27,14:28,04:51,149
20,承德东,14:39,14:40,05:02,158
21,承德,14:52,14:52,05:14,168
