Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,宁波,----,22:55,00:00,-
2,余姚,23:34,23:41,00:39,48
3,绍兴,00:23,00:33,01:21,108
4,杭州,01:33,02:00,02:21,171
5,义乌,03:58,04:06,04:19,268
6,金华,04:45,04:58,04:58,316
7,上饶,07:11,07:18,07:11,437
8,鹰潭,08:27,08:40,08:20,553
9,新余,11:08,11:14,10:48,799
10,宜春,11:49,11:53,11:23,853
11,萍乡,12:36,12:41,12:06,924
12,醴陵,13:08,13:13,12:33,932
13,株洲,14:04,14:27,13:24,974
14,湘潭,14:52,14:57,13:49,1000
15,娄底,16:10,16:16,15:02,1099
16,新化,17:27,17:33,16:13,1265
17,怀化,20:42,21:00,19:22,1445
18,贵阳,04:47,05:15,27:09,1828
19,安顺,06:28,06:37,28:22,1894
20,六枝,07:18,07:26,29:03,-
21,六盘水,09:02,09:14,30:39,2046
22,草海,11:06,11:14,32:31,-
23,昭通,13:01,13:01,34:18,-
