Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京,11:27,11:27,00:00,-
2,玉田县,12:39,12:59,01:12,99
3,山海关,15:44,15:50,03:57,222
4,绥中,16:32,16:34,04:39,287
5,兴城,17:03,17:05,05:08,335
6,葫芦岛,17:22,17:25,05:25,356
7,锦州,18:04,18:10,06:04,406
8,大虎山,19:14,19:26,07:08,512
9,沈阳北,21:00,21:35,08:42,703
10,铁岭,22:44,22:46,09:51,718
11,西丰,00:31,00:36,11:36,-
12,辽源,01:35,01:43,12:35,999
13,东丰,02:58,03:02,13:50,1046
14,梅河口,03:28,03:41,14:16,1072
15,柳河,04:12,04:15,14:47,1105
16,三源浦,04:58,05:01,15:30,1147
17,通化,05:55,05:55,16:24,1202
