Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京,11:55,11:55,00:00,-
2,廊坊北,12:47,12:49,00:52,74
3,杨村,13:13,13:15,01:16,109
4,天津西,13:43,13:46,01:44,148
5,静海,14:13,14:16,02:11,191
6,青县,14:42,14:45,02:37,232
7,沧州,15:05,15:11,02:57,264
8,泊头,15:35,15:38,03:21,303
9,东光,15:52,15:55,03:35,323
10,吴桥,16:19,16:22,03:59,355
11,德州,16:46,16:49,04:23,377
12,济南,18:19,18:26,05:53,495
13,泰山,19:18,19:21,06:45,568
14,磁窑,19:47,19:50,07:11,602
15,兖州,20:25,20:28,07:46,651
16,邹城,20:43,20:45,08:01,672
17,滕州,21:11,21:14,08:27,712
18,枣庄西,21:36,21:39,08:49,746
19,徐州,22:38,22:57,09:48,814
20,宿州,23:45,23:48,10:36,888
21,蚌埠,00:47,00:51,11:35,978
22,滁州北,02:09,02:12,12:53,1105
23,南京,02:56,03:03,13:37,1162
24,常州,04:23,04:26,14:57,1298
25,无锡,05:11,05:15,15:42,1337
26,苏州,05:43,05:47,16:10,1379
27,上海,07:00,07:00,17:23,1470
