Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,牡丹江,----,11:05,00:00,-
2,亚布力西,11:35,11:36,00:30,-
3,尚志南,11:56,11:58,00:50,-
4,阿城北,12:24,12:25,01:16,-
5,哈尔滨,12:49,12:52,01:40,355
6,长春西,13:54,13:56,02:42,-
7,沈阳北,15:01,15:05,03:47,878
8,锦州南,16:22,16:23,05:04,-
9,绥中北,16:59,17:01,05:40,-
10,山海关,17:25,17:28,06:04,1255
11,秦皇岛,17:42,17:45,06:18,1346
12,北戴河,17:56,18:00,06:29,1327
13,滦河,18:18,18:22,06:47,-
14,唐山,18:40,18:54,07:05,1433
15,滨海西,19:14,19:26,07:25,-
16,天津西,19:46,19:55,07:45,-
17,北京南,20:34,20:34,08:24,-
