Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,郑州东,07:13,07:13,00:00,-
2,开封北,07:33,07:35,00:20,5
3,民权北,07:59,08:01,00:44,15
4,商丘,08:17,08:19,01:00,20
5,永城北,08:42,08:44,01:23,25
6,徐州东,09:11,09:16,01:50,40
7,宿州东,09:34,09:40,02:08,108
8,滁州,10:28,10:35,02:56,312
9,南京南,10:54,10:59,03:15,371
10,溧水,11:16,11:18,03:32,412
11,宜兴,11:40,11:42,03:54,495
12,湖州,11:58,12:03,04:10,551
13,德清,12:18,12:20,04:25,587
14,杭州东,12:33,12:40,04:38,841
15,绍兴北,12:59,13:02,04:57,868
16,余姚北,13:20,13:22,05:15,1053
17,宁波,13:42,13:42,05:35,980
