Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,广州南,08:47,08:47,00:00,-
2,佛山西,09:06,09:08,00:19,5
3,肇庆东,09:28,09:30,00:39,76
4,郁南,10:11,10:17,01:20,215
5,梧州南,10:29,10:32,01:32,246
6,藤县,10:43,10:45,01:43,271
7,桂平,11:13,11:15,02:11,365
8,贵港,11:34,11:36,02:30,423
9,南宁东,12:19,12:22,03:13,758
10,南宁,12:33,12:37,03:24,769
11,田东北,13:30,13:34,04:17,594
12,百色,13:56,14:00,04:39,824
13,广南县,14:56,14:59,05:35,430
14,珠琳,15:15,15:17,05:51,-
15,弥勒,16:02,16:04,06:36,440
16,昆明南,16:35,16:41,07:07,450
17,昆明,16:59,17:03,07:25,-
18,禄丰南,17:39,17:42,08:01,-
19,楚雄,18:06,18:08,08:25,-
20,祥云,18:47,18:49,09:04,-
21,大理,19:11,19:11,09:26,-
