Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,郑州,08:24,08:24,00:00,-
2,许昌东,09:01,09:03,00:37,100
3,漯河西,09:20,09:22,00:54,164
4,驻马店西,09:42,09:44,01:14,228
5,信阳东,10:13,10:15,01:43,346
6,孝感北,10:35,10:37,02:03,419
7,汉口,11:19,11:46,02:45,549
8,武汉,12:10,12:14,03:09,585
9,葛店南,12:30,12:32,03:25,614
10,鄂州,12:42,12:44,03:35,641
11,黄石北,12:56,12:58,03:47,670
12,阳新,13:16,13:18,04:05,712
13,共青城,13:59,14:01,04:46,-
14,永修,14:13,14:15,04:58,872
15,南昌西,14:35,14:41,05:18,925
16,抚州,15:18,15:20,05:55,1026
17,南城,15:40,15:42,06:15,1074
18,南丰,15:55,15:58,06:28,1106
19,泰宁,16:27,16:29,06:57,1185
20,三明北,17:02,17:04,07:30,1277
21,尤溪,17:22,17:25,07:48,1319
22,永泰,17:59,18:01,08:22,1407
23,福州,18:26,18:26,08:47,1472
