Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,广州南,----,07:42,00:00,-
2,佛山西,08:01,08:03,00:19,5
3,肇庆东,08:24,08:26,00:40,76
4,梧州南,09:15,09:18,01:29,246
5,藤县,09:30,09:32,01:41,271
6,平南南,09:51,09:54,02:00,330
7,贵港,10:22,10:24,02:28,423
8,南宁东,11:07,11:13,03:11,758
9,南宁,11:24,11:30,03:22,769
10,隆安东,12:01,12:03,03:53,779
11,平果,12:13,12:17,04:03,779
12,田东北,12:37,12:41,04:23,594
13,田阳,12:51,12:53,04:33,789
14,百色,13:09,13:14,04:49,824
15,富宁,13:51,13:53,05:26,425
16,广南县,14:17,14:20,05:50,430
17,珠琳,14:36,14:38,06:06,-
18,普者黑,14:55,14:59,06:23,435
19,弥勒,15:32,15:34,06:56,440
20,昆明南,16:05,16:12,07:27,450
21,昆明,16:30,16:34,07:45,-
22,广通北,17:21,17:23,08:32,-
23,楚雄,17:36,17:38,08:45,-
24,祥云,18:17,18:19,09:24,-
25,大理,18:41,18:41,09:46,-
