Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,武汉,----,06:25,00:00,-
2,汉口,06:45,06:50,00:20,36
3,荆州,08:03,08:07,01:33,240
4,宜昌东,08:41,08:51,02:07,328
5,巴东,09:45,09:48,03:01,441
6,建始,10:23,10:28,03:36,507
7,恩施,10:51,10:56,03:59,542
8,利川,11:31,11:34,04:34,603
9,石柱县,12:14,12:16,05:14,698
10,丰都,12:35,12:38,05:33,747
11,涪陵北,12:57,13:00,05:52,784
12,长寿北,13:13,13:15,06:05,813
13,重庆北,13:45,13:57,06:35,881
14,合川,14:22,14:24,07:00,942
15,潼南,14:48,14:50,07:24,991
16,遂宁,15:18,15:24,07:52,1048
17,成都东,16:22,16:22,08:50,1194
