Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,二连,09:36,09:36,00:00,-
2,西里,09:49,09:50,00:13,13
3,赛乌苏,10:00,10:02,00:23,23
4,查干特格,10:15,10:16,00:36,37
5,齐哈日格图,10:33,10:35,00:53,56
6,夏拉哈马,10:48,10:49,01:06,71
7,郭尔奔敖包,11:04,11:06,01:21,77
8,楚鲁图,11:29,11:31,01:44,103
9,赛汗塔拉,11:45,11:51,01:58,115
10,锡林呼都嘎,12:11,12:13,02:18,137
11,朱日和,12:31,12:33,02:36,159
12,德日斯图,12:42,12:44,02:45,167
13,巴彦郭勒,13:01,13:03,03:02,184
14,白银哈尔,13:13,13:15,03:12,193
15,乌兰花,13:31,13:33,03:28,209
16,土牧尔台,13:52,14:13,03:47,228
17,阿贵图,14:21,14:22,03:55,236
18,宝拉格,14:32,14:34,04:05,245
19,乌兰哈达,14:44,14:45,04:15,255
20,白音察干,15:04,15:08,04:34,275
21,芦家村,15:18,15:19,04:44,284
22,贲红,15:31,15:33,04:56,295
23,大陆号,15:47,15:48,05:10,305
24,七苏木,16:06,16:07,05:28,322
25,集宁南,16:25,16:42,05:46,333
26,卓资东,17:17,17:19,06:21,387
27,呼和浩特东,18:26,18:34,07:28,483
28,呼和浩特,18:49,18:49,07:43,491
