Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,15:57,00:00,-
2,松江南,16:11,16:13,00:14,31
3,桐乡,16:38,16:40,00:39,112
4,杭州东,16:58,17:00,00:57,159
5,绍兴北,17:19,17:21,01:16,202
6,绍兴东,17:33,17:35,01:28,207
7,余姚北,17:46,17:48,01:39,212
8,宁波,18:09,18:13,02:00,261
9,临海,18:59,19:01,02:46,425
10,台州,19:13,19:15,02:58,448
11,乐清,19:46,19:48,03:29,536
12,温州南,20:04,20:08,03:45,413
13,平阳,20:26,20:28,04:03,-
14,福鼎,20:50,20:52,04:25,683
15,宁德,21:29,21:31,05:02,795
16,连江,21:52,21:54,05:23,851
17,福州南,22:13,22:13,05:42,593
