Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京,01:43,01:43,00:00,-
2,唐山北,03:32,03:38,01:49,151
3,山海关,06:00,06:14,04:11,222
4,绥中,06:56,06:58,04:53,287
5,葫芦岛,07:40,07:42,05:35,356
6,锦州,08:20,08:28,06:13,406
7,沟帮子,09:08,09:11,06:53,470
8,大虎山,09:45,09:48,07:27,512
9,沈阳北,11:51,11:59,09:30,703
10,铁岭,12:42,12:44,10:13,718
11,昌图,13:56,13:58,11:25,783
12,四平,14:37,14:40,12:04,836
13,公主岭,15:13,15:15,12:37,889
14,长春,16:19,16:28,13:41,910
15,德惠,17:17,17:28,14:30,1020
16,双城堡,18:42,18:46,15:44,1134
17,哈尔滨东,20:20,21:10,17:18,1190
18,绥化,22:30,22:44,18:38,1312
19,绥棱,23:45,23:54,19:39,1382
20,海伦,00:18,00:28,20:03,1414
21,北安,03:02,03:08,22:37,1520
22,齐齐哈尔,05:56,05:56,25:25,1751
