Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南京南,06:14,06:14,00:00,-
2,杭州东,07:24,07:28,01:10,256
3,绍兴北,07:47,07:49,01:29,299
4,余姚北,08:08,08:11,01:48,560
5,宁波,08:32,08:38,02:09,411
6,台州,09:32,09:34,03:03,492
7,温岭,09:45,09:47,03:14,516
8,绅坊,10:05,10:07,03:32,-
9,温州南,10:28,10:31,03:53,510
10,瑞安,10:42,10:44,04:04,533
11,福鼎,11:12,11:14,04:32,780
12,宁德,11:51,11:53,05:09,892
13,福州,12:37,12:41,05:53,667
14,永泰,13:07,13:09,06:19,-
15,尤溪,13:42,13:44,06:52,-
16,三明北,14:03,14:07,07:11,-
17,三明,14:22,14:24,07:26,-
18,永安南,14:40,14:42,07:42,-
19,漳平西,15:09,15:11,08:09,-
20,龙岩,15:34,15:39,08:32,1068
21,漳州,16:21,16:26,09:14,954
22,厦门北,16:47,16:47,09:35,912
