Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南宁,----,12:44,00:00,-
2,黎塘,14:13,14:17,01:29,120
3,来宾,15:02,15:06,02:14,81
4,柳州,15:56,16:19,03:04,789
5,桂林北,18:05,18:30,04:50,315
6,兴安北,19:06,19:10,05:26,1010
7,全州南,20:08,20:12,06:24,1062
8,东安东,20:51,20:57,07:03,1123
9,永州,21:19,21:29,07:25,514
10,祁东,22:07,22:13,08:03,576
11,衡阳,23:50,00:02,09:40,965
12,长沙,02:02,02:08,11:40,846
13,武昌,07:08,07:15,16:40,1513
14,孝感,08:18,08:31,17:43,1392
15,花园,08:52,08:55,18:04,1426
16,广水,09:26,09:29,18:35,1471
17,信阳,10:18,10:21,19:24,1536
18,驻马店,11:21,11:24,20:24,1652
19,遂平,11:37,11:40,20:37,1650
20,西平,11:57,12:00,20:54,1676
21,漯河,12:19,12:22,21:13,1698
22,许昌,13:00,13:08,21:51,1963
23,郑州,14:03,14:17,22:46,2049
24,新乡,15:17,15:22,23:46,2466
25,鹤壁,16:01,16:03,24:25,2532
26,安阳,16:31,16:34,24:53,2573
27,邯郸,17:09,17:14,25:28,2085
28,临城,18:12,18:22,26:26,2184
29,石家庄,19:09,19:15,27:13,2457
30,保定,20:35,20:55,28:33,2592
31,高碑店,21:36,21:38,29:14,2443
32,北京西,22:48,22:48,30:24,2738
