Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,黑河,----,11:18,00:00,-
2,西岗子,12:02,12:05,00:44,46
3,孙吴,13:30,13:42,02:09,116
4,辰清,14:51,14:57,03:18,166
5,襄河,15:48,15:50,04:09,222
6,龙镇,16:09,16:11,04:28,240
7,五大连池,16:25,16:28,04:42,251
8,二龙山屯,16:49,16:51,05:03,268
9,二井,17:14,17:16,05:26,287
10,北安,17:36,17:58,05:46,303
11,克东,18:21,18:23,06:09,327
12,克山,18:50,18:53,06:36,359
13,古城,19:07,19:16,06:50,373
14,依安,19:43,19:49,07:17,405
15,富海,20:16,20:19,07:44,438
16,富裕,20:47,20:50,08:12,471
17,齐齐哈尔,21:35,21:35,08:57,534
