Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,大理,----,11:33,00:00,-
2,祥云,11:54,11:56,00:21,44
3,南华,12:24,12:27,00:49,123
4,楚雄,12:42,12:44,01:04,158
5,昆明,13:40,13:46,02:00,341
6,昆明南,14:04,14:11,02:18,-
7,弥勒,14:40,14:42,02:47,-
8,普者黑,15:15,15:19,03:20,-
9,百色,16:38,16:42,04:39,-
10,田阳,16:56,17:00,04:53,-
11,南宁,18:00,18:04,05:53,-
12,南宁东,18:15,18:18,06:04,-
13,宾阳,18:43,18:45,06:29,-
14,贵港,19:05,19:12,06:49,-
15,桂平,19:32,19:34,07:09,-
16,藤县,20:02,20:04,07:37,-
17,梧州南,20:16,20:19,07:49,-
18,云浮东,20:52,20:54,08:22,-
19,佛山西,21:32,21:40,09:00,-
20,广州南,22:00,22:00,09:20,-
