Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南充北,08:05,08:05,00:00,-
2,武胜,08:32,08:34,00:27,5
3,重庆北,09:20,09:31,01:13,76
4,涪陵北,10:09,10:11,01:51,-
5,丰都,10:30,10:32,02:10,-
6,石柱县,10:52,10:54,02:30,-
7,恩施,12:00,12:04,03:36,-
8,建始,12:26,12:28,03:58,-
9,宜昌东,13:53,14:00,05:23,-
10,荆州,14:34,14:40,05:57,-
11,天门南,15:22,15:24,06:39,-
12,汉口,16:03,16:10,07:18,-
13,信阳东,16:59,17:01,08:07,-
14,漯河西,17:40,17:42,08:46,-
15,郑州东,18:19,18:24,09:23,-
16,鹤壁东,18:55,18:57,09:54,-
17,安阳东,19:12,19:15,10:09,-
18,邢台东,19:43,19:45,10:37,-
19,石家庄,20:13,20:17,11:05,-
20,保定东,20:53,21:05,11:41,-
21,北京西,21:46,21:46,12:22,-
