Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,天津,07:01,07:01,00:00,-
2,杨柳青,07:26,07:28,00:25,25
3,静海,07:46,07:48,00:43,53
4,青县,08:18,08:20,01:13,94
5,沧州,08:40,08:43,01:33,126
6,泊头,09:07,09:09,01:57,165
7,吴桥,09:44,09:46,02:32,217
8,德州,10:08,10:34,02:54,239
9,衡水,11:23,11:30,03:43,269
10,辛集,12:04,12:06,04:17,348
11,晋州,12:21,12:23,04:32,369
12,石家庄北,13:12,13:18,05:21,433
13,临城,14:25,14:46,06:28,377
14,邢台,15:20,15:24,07:02,382
15,沙河市,15:41,16:11,07:19,406
16,邯郸,16:36,16:42,07:44,434
17,武安,17:15,17:20,08:17,525
18,磁山,17:36,17:39,08:33,539
19,阳邑,18:10,18:13,09:04,572
20,井店,18:40,18:44,09:31,599
21,涉县,18:53,18:57,09:40,606
22,黎城,19:59,20:01,10:42,663
23,潞城,20:58,20:58,11:39,704
