Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,阜阳西,14:55,14:55,00:00,-
2,颍上北,15:11,15:13,00:16,-
3,寿县,15:30,15:32,00:33,-
4,淮南南,15:42,15:45,00:43,-
5,合肥,16:12,16:18,01:10,-
6,南京南,17:14,17:21,02:06,-
7,溧水,17:37,17:39,02:22,-
8,瓦屋山,17:48,17:53,02:31,-
9,溧阳,18:05,18:07,02:43,-
10,宜兴,18:18,18:20,02:54,-
11,湖州,18:38,18:40,03:12,-
12,杭州东,19:01,19:09,03:33,-
13,绍兴北,19:29,19:31,03:53,-
14,余姚北,19:49,19:51,04:11,-
15,宁波,20:10,20:16,04:30,-
16,三门县,20:55,20:57,05:09,-
17,台州,21:16,21:19,05:28,-
18,温岭,21:31,21:33,05:40,-
19,温州南,22:09,22:09,06:16,-
