Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,东营南,18:35,18:35,00:00,-
2,利津南,19:00,19:02,00:25,5
3,滨州,19:17,19:23,00:40,10
4,阳信,19:48,19:51,01:05,15
5,商河,20:34,20:40,01:48,20
6,德州,21:45,21:48,02:53,25
7,吴桥,22:03,22:05,03:08,47
8,泊头,22:36,22:38,03:39,302
9,沧州,23:02,23:08,04:03,138
10,青县,23:28,23:30,04:23,373
11,静海,23:56,23:58,04:49,211
12,天津,01:11,01:23,06:02,467
13,唐山,02:43,02:49,07:22,590
14,山海关,04:57,05:03,09:30,763
15,绥中,05:45,05:48,10:12,828
16,兴城,06:17,06:19,10:41,876
17,葫芦岛,06:36,06:39,10:58,897
18,锦州,07:18,07:26,11:37,947
19,沟帮子,08:06,08:09,12:17,1011
20,大虎山,08:36,08:40,12:44,1053
21,新立屯,09:26,09:29,13:30,1114
22,彰武,10:04,10:08,14:05,1167
23,甘旗卡,10:58,11:02,14:55,1233
24,通辽,12:03,12:21,15:56,1309
25,宝龙山,13:03,13:06,16:38,1372
26,太平川,13:47,13:49,17:19,1430
27,通榆,14:19,14:21,17:49,-
28,黑水,14:52,14:54,18:20,1531
29,洮南,15:08,15:10,18:34,1547
30,白城,15:38,15:53,19:02,1579
31,平台,16:13,16:15,19:22,1604
32,乌兰浩特,16:58,16:58,20:05,1662
