Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,吉林,15:45,15:45,00:00,-
2,口前,16:12,16:15,00:27,28
3,烟筒山,17:13,17:17,01:25,99
4,明城,17:29,17:32,01:37,112
5,磐石,17:59,18:03,02:04,144
6,朝阳镇,18:33,18:38,02:34,183
7,梅河口,19:09,19:17,03:05,218
8,山城镇,19:41,19:44,03:29,246
9,清原,20:36,20:41,04:21,300
10,抚顺北,22:21,22:29,06:01,399
11,沈阳,23:20,23:44,06:52,431
12,鞍山,00:48,00:52,07:56,553
13,海城,01:18,01:21,08:22,589
14,大石桥,01:50,01:56,08:51,621
15,熊岳城,02:34,02:37,09:29,682
16,瓦房店,03:26,03:29,10:18,756
17,普兰店,03:49,03:52,10:38,783
18,金州,04:25,04:32,11:11,828
19,大连,05:05,05:05,11:44,818
