Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,徐州东,----,07:43,00:00,-
2,宿州东,08:01,08:03,00:18,68
3,蚌埠南,08:26,08:28,00:41,156
4,定远,08:44,08:46,00:57,210
5,滁州,09:04,09:06,01:15,272
6,南京南,09:23,09:26,01:32,331
7,镇江南,09:46,09:56,01:52,396
8,常州北,10:13,10:15,02:09,461
9,无锡东,10:32,10:35,02:26,518
10,上海虹桥,11:04,11:10,02:55,626
11,嘉兴南,11:37,11:39,03:22,710
12,杭州东,12:03,12:05,03:46,587
13,绍兴北,12:24,12:26,04:05,828
14,余姚北,12:44,12:46,04:23,891
15,宁波,13:05,13:12,04:42,940
16,临海,13:58,14:00,05:28,1069
17,台州,14:12,14:14,05:40,1092
18,温州南,14:57,14:59,06:23,1197
19,平阳,15:17,15:17,06:41,-
