Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,青岛北,11:12,11:12,00:00,-
2,胶州北,11:36,11:38,00:24,-
3,潍坊北,12:04,12:06,00:50,-
4,青州市北,12:22,12:24,01:06,-
5,淄博北,12:40,12:42,01:22,-
6,邹平,12:53,12:55,01:33,-
7,济南东,13:12,13:18,01:50,375
8,禹城东,13:39,13:41,02:11,448
9,德州东,13:57,13:59,02:27,491
10,衡水北,14:26,14:30,02:54,580
11,石家庄,15:09,15:30,03:33,822
12,太原南,16:54,17:04,04:57,928
13,太谷西,17:23,17:25,05:16,-
14,平遥古城,17:43,17:45,05:34,-
15,霍州东,18:11,18:13,06:00,-
16,临汾西,18:37,18:39,06:24,-
17,侯马西,18:59,19:01,06:44,-
18,运城北,19:24,19:24,07:07,1284
