Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海,----,11:09,00:00,-
2,昆山,11:43,11:52,00:34,49
3,苏州,12:16,12:20,00:58,91
4,无锡,12:48,12:52,01:26,133
5,常州,13:19,13:23,01:53,172
6,南京,15:00,15:09,03:30,308
7,蚌埠,17:16,17:22,05:37,485
8,徐州,19:59,20:16,08:14,649
9,砀山,21:18,21:23,09:16,732
10,商丘,22:10,22:13,10:03,795
11,民权,22:50,22:58,10:40,847
12,兰考,23:20,23:24,11:02,883
13,开封,23:55,23:59,11:33,926
14,郑州,00:45,01:08,12:19,998
15,新乡,02:11,02:20,13:22,1078
16,安阳,03:25,03:42,14:27,1185
17,邯郸,04:17,04:31,15:02,1251
18,邢台,05:02,05:06,15:33,1303
19,石家庄,06:17,06:17,16:44,1412
