Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,黄山北,----,17:28,00:00,-
2,歙县北,17:36,17:38,00:08,5
3,绩溪北,17:48,17:50,00:18,5
4,千岛湖,18:14,18:16,00:42,-
5,建德,18:27,18:29,00:53,-
6,桐庐,18:43,18:45,01:07,-
7,富阳,18:59,19:01,01:21,-
8,杭州东,19:24,19:27,01:44,396
9,嘉兴南,19:50,19:55,02:07,471
10,嘉善南,20:04,20:06,02:16,-
11,上海虹桥,20:30,20:44,02:40,555
12,昆山南,21:04,21:06,03:00,-
13,苏州,21:17,21:19,03:11,-
14,无锡,21:34,21:36,03:26,-
15,常州,21:50,21:52,03:40,-
16,丹阳,22:08,22:10,03:56,-
17,镇江,22:22,22:24,04:08,-
18,南京南,22:51,22:51,04:35,-
