Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,成都东,----,08:13,00:00,-
2,遂宁,09:11,09:29,00:58,146
3,合川,10:18,10:20,01:47,247
4,重庆北,10:45,11:02,02:12,313
5,涪陵北,11:40,11:42,02:50,405
6,石柱县,12:17,12:19,03:25,496
7,恩施,13:25,13:33,04:31,652
8,巴东,14:24,14:26,05:22,753
9,宜昌东,15:22,15:33,06:18,866
10,荆州,16:07,16:10,06:52,954
11,仙桃西,16:41,16:43,07:23,1044
12,天门南,16:57,16:59,07:37,1075
13,汉口,17:36,17:47,08:14,1158
14,红安西,18:16,18:27,08:43,1230
15,麻城北,18:40,18:42,08:56,1269
16,金寨,19:14,19:16,09:28,1378
17,六安,19:33,19:35,09:45,1430
18,合肥南,19:59,20:09,10:09,1244
19,南京南,21:01,21:16,11:01,1401
20,溧水,21:33,21:35,11:18,1720
21,溧阳,21:51,21:53,11:34,-
22,宜兴,22:06,22:06,11:47,1803
