Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,福州南,----,09:42,00:00,-
2,福州,09:58,10:10,00:16,19
3,闽清北,10:30,10:32,00:36,-
4,古田北,10:44,10:46,00:48,98
5,延平,11:02,11:04,01:04,-
6,延平西,11:15,11:17,01:15,-
7,三明北,11:33,11:35,01:31,-
8,三明,11:49,11:51,01:45,-
9,永安南,12:07,12:09,02:01,-
10,双洋,12:25,12:27,02:17,-
11,漳平西,12:41,12:43,02:31,-
12,龙岩,13:07,13:11,02:55,382
13,南靖,13:42,13:44,03:26,302
14,漳州,13:59,14:01,03:41,268
15,厦门北,14:20,14:26,04:00,226
16,泉州,14:51,14:54,04:25,155
17,莆田,15:19,15:21,04:50,86
18,福州 南,15:53,15:53,05:22,-
