Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,广州南,----,09:54,00:00,-
2,佛山西,10:13,10:15,00:19,5
3,肇庆东,10:36,10:38,00:40,76
4,南江口,11:09,11:11,01:11,176
5,梧州南,11:33,11:36,01:33,246
6,平南南,12:03,12:05,02:00,330
7,贵港,12:33,12:35,02:28,423
8,宾阳,12:56,12:58,02:49,613
9,南宁东,13:24,13:29,03:15,758
10,南宁,13:40,13:45,03:26,769
11,隆安东,14:16,14:18,03:57,779
12,百色,15:03,15:08,04:42,824
13,富宁,15:46,15:48,05:20,425
14,广南县,16:12,16:15,05:44,430
15,珠琳,16:31,16:34,06:00,-
16,弥勒,17:19,17:22,06:45,440
17,昆明南,17:53,17:53,07:16,450
