Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆明南,----,10:37,00:00,-
2,曲靖北,11:12,11:14,00:35,10
3,富源北,11:31,11:33,00:52,15
4,盘州,11:45,11:47,01:04,20
5,安顺西,12:33,12:35,01:50,35
6,贵阳北,13:05,13:13,02:20,40
7,凯里南,13:51,13:53,02:58,50
8,铜仁南,14:29,14:31,03:34,55
9,新晃西,14:40,14:48,03:43,65
10,怀化南,15:13,15:21,04:08,94
11,邵阳北,16:01,16:03,04:48,308
12,娄底南,16:19,16:21,05:04,301
13,长沙南,16:55,17:02,05:38,426
14,新余北,17:53,17:56,06:29,1384
15,南昌西,18:28,18:32,07:01,734
16,进贤南,18:50,18:52,07:19,1569
17,上饶,19:35,19:37,08:02,1752
18,玉山南,19:50,20:11,08:15,1786
19,江山,20:25,20:34,08:29,1824
20,衢州,20:45,20:47,08:40,1854
21,金华,21:09,21:11,09:02,1932
22,义乌,21:27,21:29,09:18,1984
23,杭州东,22:02,22:12,09:51,2093
24,上海虹桥,22:59,22:59,10:38,2252
