Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,南宁东,----,08:45,00:00,-
2,宾阳,09:11,09:13,00:26,145
3,来宾北,09:33,09:35,00:46,712
4,柳州,10:01,10:04,01:12,778
5,永福南,10:50,10:52,01:58,890
6,桂林北,11:24,11:27,02:30,942
7,都匀东,13:03,13:06,04:06,1162
8,贵阳东,13:46,13:50,04:46,795
9,遵义,14:39,14:41,05:35,918
10,重庆西,16:00,16:07,06:54,1139
11,隆昌北,16:43,16:45,07:30,-
12,资中北,17:02,17:05,07:47,1317
13,成都东,17:39,17:52,08:21,1441
14,德阳,18:16,18:18,08:45,-
15,绵阳,18:35,18:37,09:02,-
16,剑门关,19:20,19:22,09:45,-
17,广元,19:36,19:40,09:59,-
18,汉中,20:22,20:24,10:41,-
19,城固北,20:36,20:38,10:53,-
20,阿房宫,21:32,21:35,11:47,-
21,西安北,21:48,21:48,12:00,-
