Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,普雄,07:40,07:40,00:00,-
2,上普雄,07:48,07:51,00:08,6
3,尔赛河,08:00,08:02,00:17,14
4,尼波,08:11,08:16,00:26,22
5,乐武,08:25,08:27,00:35,31
6,红峰,08:34,08:36,00:42,37
7,沙马拉达,08:49,08:51,00:55,45
8,瓦祖,09:02,09:05,01:06,53
9,铁口,09:15,09:20,01:16,61
10,新凉,09:32,09:35,01:28,70
11,联合乡,09:46,09:48,01:39,78
12,喜德,09:59,10:05,01:50,87
13,冕山,10:18,10:21,02:03,98
14,冕宁,10:36,10:40,02:18,103
15,月华,11:02,11:06,02:40,121
16,西昌,11:34,11:43,03:08,151
17,西昌南,11:51,12:07,03:16,156
18,德昌,13:04,13:12,04:13,209
19,乐跃,13:51,13:53,04:52,214
20,蒲坝,14:02,14:04,05:01,222
21,永郎,14:14,14:22,05:11,233
22,弯坵,14:32,14:45,05:21,238
23,米易,15:17,15:19,05:53,243
24,枣子林,15:51,15:55,06:25,248
25,桐子林,16:06,16:08,06:36,259
26,攀枝花,16:40,16:40,07:08,281
