Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,兰州西,08:34,08:34,00:00,-
2,兰州,08:46,09:03,00:12,5
3,白银西,10:35,10:40,01:44,92
4,景泰,12:14,12:17,03:18,179
5,中卫,14:27,14:39,05:28,311
6,银川,16:47,16:53,07:36,473
7,石嘴山,17:29,17:31,08:12,528
8,惠农,18:09,18:15,08:50,575
9,乌海,18:50,18:54,09:25,623
10,临河,20:28,20:34,10:59,766
11,包头,22:48,22:56,13:13,984
12,呼和浩特东,00:46,01:03,15:03,1162
13,集宁南,02:27,02:37,16:27,1312
14,大同,04:52,05:04,18:42,1439
15,阳高,05:47,05:50,19:25,1496
16,柴沟堡,07:02,07:05,20:37,1573
17,张家口,07:44,07:55,21:16,-
18,宣化,08:16,08:18,21:37,1642
19,沙城,09:01,09:04,22:20,1692
20,北京,11:25,12:20,24:41,1813
21,廊坊北,13:18,13:22,25:39,1887
22,天津,14:12,14:12,26:29,1950
