Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆明南,----,12:11,00:00,-
2,石林西,12:29,12:31,00:18,5
3,普者黑,13:15,13:19,01:02,15
4,珠琳,13:35,13:37,01:18,-
5,广南县,13:54,13:56,01:35,20
6,富宁,14:18,14:20,01:57,25
7,百色,14:58,15:02,02:35,30
8,平果,15:38,15:42,03:11,75
9,隆安东,15:52,15:54,03:21,80
10,南宁,16:26,16:30,03:53,85
11,南宁东,16:41,16:47,04:04,96
12,平南南,17:53,17:55,05:10,519
13,藤县,18:14,18:16,05:29,578
14,梧州南,18:28,18:31,05:41,603
15,肇庆东,19:20,19:22,06:30,773
16,三水南,19:35,19:37,06:43,798
17,佛山西,19:49,19:57,06:55,1250
18,广州南,20:17,20:17,07:15,689
