Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,襄阳,21:15,21:15,00:00,-
2,荆门,22:34,22:39,01:19,124
3,当阳,23:15,23:19,01:55,176
4,宜昌东,00:02,00:42,02:38,233
5,石门县北,04:12,04:18,06:08,405
6,张家界,05:45,05:59,07:35,523
7,吉首,08:08,08:16,09:44,648
8,怀化,10:39,11:06,12:07,751
9,玉屏,13:10,13:22,14:11,871
10,凯里,15:24,15:29,16:13,1020
11,福泉,16:18,16:23,17:02,1080
12,贵定,16:58,17:03,17:37,1119
13,贵阳,18:14,18:29,18:48,1208
14,安顺,19:42,19:48,20:01,1305
15,六枝,20:29,20:35,20:42,1361
16,六盘水,22:11,22:23,22:18,1457
17,宣威,00:28,00:40,24:23,1588
18,曲靖,01:52,02:00,25:35,1689
19,昆明,04:01,04:01,27:36,1846
