Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京西,19:44,19:44,00:00,-
2,北京,19:58,19:59,00:14,9
3,北京东,20:07,20:08,00:22,14
4,通州,20:21,20:22,00:35,29
5,乔庄东,20:30,20:30,00:43,-
