Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,烟台,----,07:00,00:00,-
2,海阳北,07:34,07:51,00:34,71
3,莱阳,08:05,08:07,00:48,98
4,夏格庄,08:25,08:27,01:06,-
5,即墨北,08:40,08:42,01:19,168
6,胶州北,09:02,09:04,01:39,-
7,潍坊,09:42,09:44,02:17,325
8,青州市,10:05,10:07,02:38,266
9,淄博,10:25,10:27,02:56,425
10,济南,11:14,11:16,03:43,535
11,济南西,11:32,11:36,03:59,439
12,平原东,12:05,12:07,04:28,624
13,德州东,12:17,12:20,04:38,627
14,景州,12:36,12:38,04:54,693
15,衡水北,12:54,12:56,05:10,737
16,石家庄东,13:26,13:37,05:40,835
17,石家庄,13:52,13:52,05:55,853
