Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,贵阳,22:00,22:00,00:00,-
2,贵定,23:05,23:13,01:05,89
3,凯里,00:38,00:44,02:30,188
4,怀化,04:41,04:53,06:27,433
5,娄底,08:45,08:51,10:19,772
6,湘乡,09:31,09:34,10:59,805
7,湘潭,10:05,10:10,11:30,871
8,株洲,11:43,12:07,13:03,897
9,萍乡,12:58,13:04,13:54,954
10,宜春,13:47,13:51,14:37,1025
11,新余,14:26,14:30,15:12,1079
12,樟树,15:17,15:21,15:59,1155
13,丰城,15:38,15:42,16:16,1179
14,鹰潭,17:30,17:40,18:04,1325
15,贵溪,17:56,18:00,18:20,1370
16,横峰,18:30,18:34,18:50,1393
17,上饶,19:00,19:06,19:16,1441
18,玉山,19:27,19:31,19:37,1495
19,衢州,21:49,21:52,21:55,1552
20,龙游,22:17,22:20,22:20,1607
21,金华,23:37,23:45,23:37,1638
22,义乌,00:22,00:26,24:14,1686
23,诸暨,00:52,00:57,24:40,1738
24,绍兴,03:22,03:25,27:05,1846
25,上虞,03:46,03:49,27:26,1874
26,余姚,04:18,04:21,27:55,1906
27,宁波,05:11,05:11,28:45,1954
