Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,西安,----,14:37,00:00,-
2,渭南,15:16,15:18,00:39,56
3,潼关,16:25,16:28,01:46,135
4,三门峡,18:09,18:12,03:27,265
5,新安县,19:36,19:39,04:51,328
6,洛阳,20:03,20:09,05:15,387
7,巩义,20:49,20:52,05:55,441
8,郑州,22:09,22:27,07:12,511
9,许昌,23:22,23:35,08:07,566
10,武昌,05:17,05:30,13:49,1016
11,岳阳,07:50,07:53,16:09,1231
12,长沙,09:19,09:37,17:35,1378
13,株洲,10:14,10:19,18:12,1430
14,衡阳,11:42,11:58,19:35,1564
15,郴州,13:38,13:43,21:15,1711
16,韶关东,15:21,15:27,22:53,1864
17,广州,17:55,18:07,25:21,2085
18,深圳,20:18,20:18,27:32,2198
