Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,潞城,09:09,09:09,00:00,-
2,黎城,10:04,10:06,00:55,41
3,涉县,11:08,11:10,01:57,98
4,井店,11:19,11:21,02:06,105
5,阳邑,11:49,11:51,02:34,132
6,磁山,12:23,12:25,03:06,165
7,武安,12:41,12:43,03:22,179
8,邯郸,13:16,13:22,03:55,209
9,邢台,13:53,14:14,04:26,261
10,石家庄北,15:49,15:59,06:01,380
11,晋州,16:40,16:42,06:42,444
12,辛集,16:58,17:01,06:58,465
13,衡水,17:37,17:43,07:34,512
14,德州,18:35,19:05,08:26,574
15,吴桥,19:22,19:24,08:43,596
16,东光,19:45,19:47,09:04,628
17,泊头,20:01,20:03,09:18,648
18,沧州,20:27,20:29,09:42,687
19,天津,22:06,22:06,11:19,813
