Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,重庆西,----,07:48,00:00,-
2,武胜,08:35,08:38,00:47,113
3,南充北,09:05,09:10,01:14,165
4,南部,09:38,09:40,01:42,231
5,阆中,09:52,09:54,01:54,247
6,苍溪,10:08,10:10,02:08,276
7,广元,10:49,10:57,02:47,580
8,朝天,11:12,11:14,03:02,396
9,宁强南,11:24,11:26,03:12,420
10,汉中,11:51,11:55,03:37,718
11,洋县西,12:12,12:14,03:54,767
12,西安北,13:12,13:35,04:52,960
13,渭南北,13:58,14:00,05:15,1023
14,大荔,14:18,14:20,05:33,849
15,永济北,14:39,14:41,05:52,908
16,襄汾西,15:24,15:26,06:35,1052
17,洪洞西,15:45,15:47,06:54,-
18,霍州东,16:05,16:08,07:12,1143
19,介休东,16:30,16:32,07:34,1201
20,太原南,17:08,17:08,08:10,1312
