Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,苍南,16:25,16:25,00:00,-
2,平阳,16:35,16:37,00:10,-
3,温州南,16:54,16:56,00:27,57
4,青田,17:15,17:17,00:46,62
5,丽水,17:37,17:39,01:06,141
6,缙云西,17:52,17:54,01:19,146
7,武义北,18:12,18:14,01:37,156
8,义乌,18:39,18:42,02:02,166
9,杭州东,19:17,19:20,02:37,311
10,湖州,19:41,19:43,02:58,465
11,长兴,19:52,19:54,03:07,525
12,宜兴,20:07,20:09,03:20,561
13,南京南,20:42,20:50,03:53,776
14,滁州,21:08,21:10,04:11,-
15,蚌埠南,21:38,21:41,04:39,1023
16,宿州东,22:04,22:06,05:02,-
17,徐州东,22:26,22:26,05:22,981
