Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,莫尔道嘎,----,15:48,00:00,-
2,得耳布尔,16:49,16:52,01:01,43
3,朝中,17:40,17:43,01:49,75
4,根河,18:07,18:15,02:13,97
5,哈达,18:46,18:50,02:44,112
6,伊图里河,19:15,19:35,03:09,123
7,图里河,20:01,20:10,03:35,147
8,岭北,20:40,21:12,04:05,169
9,岭南,21:40,22:03,04:33,186
10,库都尔,22:37,22:47,05:07,215
11,原林,23:15,23:21,05:35,240
12,岩山,23:46,23:54,06:00,267
13,乌尔旗汗,00:25,00:37,06:31,291
14,煤田,00:51,00:54,06:45,302
15,牧原,01:11,01:14,07:02,318
16,汇流河,01:41,01:45,07:29,345
17,牙克石,02:00,02:03,07:44,359
18,海拉尔,03:09,03:32,08:50,441
19,满洲里,05:30,05:30,10:48,-
