Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,福州,----,15:03,00:00,-
2,延平,15:37,15:39,00:34,-
3,南平市,16:05,16:07,01:00,-
4,上饶,16:37,16:39,01:30,30
5,婺源,17:02,17:04,01:53,30
6,黄山北,17:28,17:31,02:17,35
7,绩溪北,17:45,17:48,02:31,40
8,南陵,18:13,18:15,02:56,50
9,铜陵北,18:27,18:29,03:08,55
10,无为,18:41,18:43,03:20,60
11,合肥南,19:13,19:21,03:50,70
12,蚌埠南,20:11,20:13,04:40,118
13,宿州东,20:35,20:37,05:02,206
14,徐州东,20:56,21:15,05:21,274
15,滕州东,21:41,21:43,05:47,375
16,曲阜东,21:59,22:01,06:03,431
17,泰安,22:20,22:22,06:22,501
18,济南西,22:40,22:40,06:40,570
