Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,昆明南,13:33,13:33,00:00,-
2,弥勒,14:01,14:03,00:28,10
3,普者黑,14:37,14:41,01:02,15
4,广南县,15:09,15:11,01:30,20
5,富宁,15:33,15:35,01:52,25
6,百色,16:13,16:18,02:30,30
7,田东北,16:38,16:41,02:50,70
8,隆安东,17:07,17:09,03:16,80
9,南宁,17:41,17:48,03:48,85
10,南宁东,17:59,18:06,03:59,96
11,宾阳,18:31,18:33,04:24,236
12,贵港,18:53,18:55,04:44,860
13,桂平,19:15,19:17,05:04,484
14,平南南,19:30,19:37,05:17,519
15,梧州南,20:04,20:07,05:44,603
16,郁南,20:19,20:21,05:56,634
17,肇庆东,21:01,21:03,06:36,773
18,佛山西,21:24,21:27,06:57,1250
19,广州南,21:47,21:47,07:17,689
