Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,新乡,11:03,11:03,00:00,-
2,获嘉,11:25,11:27,00:22,22
3,焦作,12:17,12:19,01:12,63
4,后寨,12:50,12:52,01:43,93
5,东坡,13:18,13:20,02:09,110
6,西武匠,13:32,13:34,02:21,119
7,晋城,13:41,13:43,02:28,123
8,晋城北,13:56,13:58,02:41,128
9,东元庆,14:08,14:10,02:51,136
10,北板桥,14:22,14:24,03:03,146
11,南陈铺,14:35,14:37,03:14,154
12,高平,14:47,14:49,03:24,162
13,西阳村,15:01,15:03,03:36,172
14,赵庄,15:15,15:17,03:48,181
15,长子,15:42,15:44,04:13,199
16,小宋,15:56,15:58,04:25,210
17,长治,16:08,16:10,04:35,217
18,大辛庄,16:19,16:21,04:44,224
19,长治北,16:35,16:35,04:58,232
