Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,嘉兴南,----,06:42,00:00,-
2,桐乡,06:52,06:54,00:10,-
3,杭州东,07:14,07:31,00:30,75
4,诸暨,07:54,07:56,00:53,-
5,义乌,08:10,08:12,01:07,-
6,金华,08:28,08:30,01:23,-
7,江山,08:59,09:01,01:52,389
8,上饶,09:21,09:23,02:12,-
9,鹰潭北,09:49,09:51,02:38,-
10,南昌西,10:26,10:29,03:13,706
11,新余北,11:01,11:03,03:45,-
12,萍乡北,11:31,11:33,04:13,943
13,长沙南,12:03,12:06,04:43,1048
14,湘潭北,12:20,12:22,04:57,-
15,娄底南,12:48,12:50,05:23,-
16,新化南,13:14,13:16,05:47,-
17,溆浦南,13:33,13:35,06:04,-
18,怀化南,13:56,14:00,06:25,-
19,新晃西,14:24,14:26,06:49,-
20,凯里南,15:05,15:07,07:28,-
21,贵阳北,15:45,15:54,08:06,1395
22,安顺西,16:24,16:26,08:36,-
23,关岭,16:41,16:43,08:51,-
24,盘州,17:20,17:22,09:28,-
25,富源北,17:34,17:36,09:40,-
26,曲靖北,17:53,17:55,09:57,-
27,嵩明,18:17,18:19,10:19,-
28,昆明南,18:37,18:49,10:37,2168
29,玉溪,19:21,19:21,11:09,-
