Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,北京西,12:10,12:10,00:00,-
2,任丘,13:39,13:42,01:29,147
3,肃宁,14:09,14:11,01:56,188
4,衡水,15:11,15:16,02:56,274
5,清河城,16:06,16:10,03:46,120
6,临清,16:33,16:40,04:09,146
7,聊城,17:11,17:17,04:40,426
8,梁山,18:03,18:07,05:26,268
9,菏泽,19:08,19:11,06:27,582
10,商丘南,20:27,20:30,07:43,687
11,亳州,21:13,21:16,08:26,751
12,阜阳,22:25,22:45,09:35,855
13,淮南,00:24,00:29,11:14,747
14,合肥,01:50,02:32,12:35,842
15,庐江,03:30,03:34,13:33,921
16,桐城,04:01,04:05,14:00,959
17,安庆西,04:31,04:37,14:26,998
18,天柱山,04:55,04:59,14:44,-
19,太湖,05:20,05:24,15:05,-
20,宿松,05:48,05:48,15:29,-
