Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,宁波,19:48,19:48,00:00,-
2,余姚,20:27,20:32,00:39,48
3,绍兴,21:17,21:21,01:24,108
4,杭州,22:21,22:36,02:24,171
5,德清西,23:25,23:29,03:13,239
6,长兴南,00:07,00:12,03:51,297
7,宣城,01:19,01:24,04:58,411
8,芜湖,02:15,02:21,05:49,475
9,合肥,04:17,04:31,07:45,616
10,淮南,05:32,05:36,08:46,711
11,阜阳,07:31,07:51,10:41,837
12,太和北,08:43,08:49,11:33,885
13,界首市,09:07,09:12,11:51,905
14,沈丘,09:36,09:41,12:15,935
15,项城,09:59,10:04,12:33,954
16,周口,10:26,10:44,12:55,984
17,漯河,11:43,11:51,13:54,1048
18,平顶山,13:00,13:00,15:03,-
