Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,贵阳北,----,07:50,00:00,-
2,遵义,08:36,08:38,00:46,126
3,綦江东,09:35,09:37,01:43,286
4,重庆西,10:04,10:09,02:10,347
5,合川,10:37,10:40,02:38,-
6,南充北,11:29,11:32,03:27,517
7,阆中,12:09,12:12,04:04,-
8,广元,13:01,13:05,04:53,705
9,汉中,13:49,13:52,05:37,843
10,佛坪,14:24,14:27,06:09,-
11,鄠邑,14:57,14:59,06:39,-
12,西安北,15:18,15:28,06:58,1085
13,大荔,16:04,16:06,07:34,-
14,永济北,16:25,16:27,07:53,-
15,运城北,16:47,16:49,08:13,-
16,灵石东,17:53,17:55,09:17,-
17,介休东,18:07,18:09,09:29,-
18,祁县东,18:26,18:29,09:46,-
19,太谷西,18:40,18:43,09:57,-
20,太原南,19:03,19:03,10:17,-
