Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,济南,----,09:16,00:00,-
2,德州,10:32,10:40,01:16,118
3,衡水,11:29,11:38,02:05,609
4,晋州,12:29,12:31,02:56,640
5,石家庄北,13:20,13:31,03:45,722
6,太原,16:16,16:24,06:30,1057
7,吕梁,17:58,18:03,08:04,1789
8,定边,20:52,20:56,10:53,1990
9,中卫,23:18,23:26,13:15,2167
10,金昌,03:25,03:31,17:14,1676
11,张掖,05:09,05:15,18:52,2402
12,酒泉,06:56,06:58,20:33,2047
13,柳园,10:05,10:13,23:40,2922
14,哈密,12:55,13:03,26:22,3052
15,吐鲁番北,15:36,15:38,28:55,3424
16,乌鲁木齐,17:03,17:23,30:20,3587
17,石河子,18:32,18:34,31:29,3326
18,奎屯,19:16,19:22,32:11,3423
19,伊宁,23:16,23:16,36:05,3795
