Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,石家庄,----,07:34,00:00,-
2,高邑西,07:49,07:56,00:15,51
3,鹤壁东,08:46,08:48,01:05,281
4,郑州东,09:22,09:27,01:39,412
5,周口东,10:19,10:23,02:31,-
6,淮阳南,10:33,10:35,02:41,-
7,沈丘北,10:44,10:46,02:50,-
8,临泉,11:03,11:05,03:07,-
9,阜阳西,11:19,11:23,03:21,-
10,寿县,11:52,11:54,03:50,-
11,淮南南,12:04,12:06,04:00,-
12,合肥,12:33,12:48,04:27,918
13,南京南,13:45,13:53,05:24,773
14,溧阳,14:19,14:21,05:50,-
15,宜兴,14:33,14:35,06:02,-
16,长兴,14:47,14:49,06:14,-
17,湖州,14:58,15:00,06:23,-
18,杭州东,15:21,15:26,06:44,-
19,绍兴北,15:45,15:48,07:03,-
20,宁波,16:22,16:22,07:37,-
