Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,上海虹桥,----,12:15,00:00,-
2,嘉兴南,12:43,12:45,00:28,84
3,余杭,13:04,13:06,00:47,144
4,杭州东,13:16,13:18,00:57,159
5,绍兴北,13:37,13:39,01:16,202
6,绍兴东,13:51,13:53,01:28,207
7,余姚北,14:04,14:06,01:39,212
8,宁波,14:27,14:40,02:00,261
9,临海,15:26,15:28,02:46,425
10,温岭,15:47,15:49,03:05,472
11,乐清,16:13,16:15,03:29,536
12,温州南,16:30,16:32,03:44,413
13,平阳,16:49,16:51,04:01,-
14,苍南,17:01,17:03,04:11,465
15,霞浦,17:35,17:37,04:43,736
16,罗源,18:06,18:08,05:12,829
17,福州南,18:38,18:42,05:42,593
18,莆田,19:12,19:16,06:12,679
19,泉州,19:41,19:48,06:37,748
20,厦门北,20:13,20:17,07:02,819
21,漳州,20:37,20:39,07:22,1151
22,南靖,20:54,20:56,07:37,1257
23,龙岩,21:29,21:29,08:10,1265
