Unnamed: 0,车站,到达时间,发车时间,走行时间（小时）,里程（公里）
1,温州,17:15,17:15,00:00,-
2,青田,18:08,18:10,00:53,57
3,丽水,19:11,19:22,01:54,136
4,缙云,19:55,19:59,02:27,168
5,永康,20:41,20:52,03:09,201
6,武义,21:12,21:15,03:29,222
7,金华南,21:40,21:44,03:54,227
8,金华,22:02,22:17,04:12,262
9,龙游,22:55,23:05,04:50,287
10,衢州,23:28,23:31,05:13,348
11,鹰潭,01:55,02:02,07:37,575
12,新余,04:22,04:27,09:57,684
13,宜春,05:01,05:12,10:31,738
14,萍乡,05:54,05:59,11:13,809
15,醴陵,06:34,06:47,11:48,848
16,株洲,07:30,08:02,12:31,890
17,衡阳,09:25,09:31,13:54,1024
18,郴州,11:11,11:16,15:34,1171
19,韶关东,12:54,13:00,17:12,1324
20,源潭,14:31,14:54,18:43,1477
21,广州,16:03,16:03,19:52,1545
